Protein	Gene	Description	WT_1	WT_2	WT_3	OPP_WT_1	OPP_WT_2	OPP_WT_3	OE_1	OE_2	OE_3	OPP_OE_1	OPP_OE_2	OPP_OE_3	Repair_1	Repair_2	Repair_3	OPP_Repair_1	OPP_Repair_2	OPP_Repair_3
Q6P1N0	CC2D1A	Coiled-coil_and_C2_domain-containing_protein_1A_OS=Homo_sapiens_OX=9606	32018630	31940161	29420707	52337601	38653262	37807831	28890771	31753379	34849484	36562999	39123833	34019617	25335709	32616972	33993654	35843600	40293130	37384979
Q7Z6E9	RBBP6	E3_ubiquitin-protein_ligase_RBBP6_OS=Homo_sapiens_OX=9606	61852782	73243763	61477432	31827425	64497608	60579140	69857305	77106330	76695075	58252499	82698616	70374985	108993170	85730583	95924908	82367054	73258251	68716421
Q02556	IRF8	Interferon_regulatory_factor_8_OS=Homo_sapiens_OX=9606	114298054	129031402	112052622	133022075	126081403	141874172	45909509	34708503	29201501	44696730	38207607	44739100	72314577	69932095	78661713	58554284	71001903	73060777
Q93100	PHKB	Phosphorylase_b_kinase_regulatory_subunit_beta_OS=Homo_sapiens_OX=9606	126386740	166217725	166658396	176273596	163872741	165241493	187711283	246891680	312012424	144419397	126176430	135241717	171504252	169903301	213475927	172747240	156060810	151081881
P39880	CUX1	Homeobox_protein_cut-like_1_OS=Homo_sapiens_OX=9606	6647105	3962357	9581550	12577892	11128053	5679822	9901315	3811479	4768676	8551595	9878925	12378089	5537890	5842716	4678631	7422600	8083774	7264003
Q14534	SQLE	Squalene_monooxygenase_OS=Homo_sapiens_OX=9606	30831813	38733037	29705623	10542630	16466398	12053132	72064915	67465235	72940789	19352209	20872197	23838878	52304317	72557079	71857859	17201992	23415554	23479900
P61326	MAGOH	Protein_mago_nashi_homolog_OS=Homo_sapiens_OX=9606	421427214	372197327	402826859	451619328	435317769	470626288	276424510	293696188	285579188	385751654	403443851	390062421	234794922	274065133	269337901	326930461	341240058	335376797
O95400	CD2BP2	CD2_antigen_cytoplasmic_tail-binding_protein_2_OS=Homo_sapiens_OX=9606	95727730	98918046	93208860	67377833	84751205	67024524	121937001	85950774	71005885	52227874	54431925	57629767	60246063	107561709	65143050	62640775	69646776	66634726
Q96JC1	VPS39	Vam6/Vps39-like_protein_OS=Homo_sapiens_OX=9606	13272649	14552411	13187993	26839788	21037898	21251292	7683735	12344687	10059835	19990303	16331304	16716652	14375781	12851502	13335808	13340084	15364987	19426750
P07686	HEXB	Beta-hexosaminidase_subunit_beta_OS=Homo_sapiens_OX=9606	67099278	67580587	58007360	123472531	103678871	106020513	80189668	81704141	87691664	138200589	133393360	139959761	77450459	80421569	95220442	191792722	174523967	199920360
P55327	TPD52	Tumor_protein_D52_OS=Homo_sapiens_OX=9606	79345119	94673934	85929647	52331970	53691925	53703940	133342800	126682671	121473252	64315062	60038094	65121762	186772600	201546970	201568201	80474600	67371048	65019785
P16930	FAH	Fumarylacetoacetase_OS=Homo_sapiens_OX=9606	21508581	22894720	23733719	27006411	29661928	20936071	29792899	34529447	33359840	41698380	32161321	37798066	42280486	57487523	47573538	62209802	74613009	70143969
Q9BSQ5	CCM2	Cerebral_cavernous_malformations_2_protein_OS=Homo_sapiens_OX=9606	353702000	341337303	246037671	322744726	361520525	351976238	372289632	345949664	354092588	386513874	359625750	356439685	300290824	366316734	347717520	372846063	372576700	369965856
Q5T6F2	UBAP2	Ubiquitin-associated_protein_2_OS=Homo_sapiens_OX=9606	25863114	30401426	32943920	37361548	33596862	37163261	36775990	46271584	43260489	54989973	43185759	48407124	35962861	38269857	41685821	38812112	41937574	43788597
P09382	LGALS1	Galectin-1_OS=Homo_sapiens_OX=9606	202337652	209951481	201122735	254119318	248448887	235604699	193585200	194606613	193810867	265168932	236492692	223688895	345924340	347842067	359582255	492245458	493186756	501586001
Q15438	CYTH1	Cytohesin-1_OS=Homo_sapiens_OX=9606	24415369	26524551	28867810	36585038	28025057	29381690	28512301	22794343	23282165	25687574	22235495	25082740	20688512	23416020	19835129	27311747	30349647	29438166
P82979	SARNP	SAP_domain-containing_ribonucleoprotein_OS=Homo_sapiens_OX=9606	185259017	196125996	186944471	177378321	164974996	178581407	310784369	312723513	315498415	257905661	239984648	239315544	300783108	317208770	320627726	227844390	228251161	218663441
Q9Y2R9	MRPS7	"28S_ribosomal_protein_S7,_mitochondrial_OS=Homo_sapiens_OX=9606"	76035120	60371297	75095763	135999196	126942743	136629370	66470929	84075707	65744504	128372283	117076851	116131026	66815754	84782571	76187719	125044167	152718694	148086325
P78356	PIP4K2B	Phosphatidylinositol_5-phosphate_4-kinase_type-2_beta_OS=Homo_sapiens_OX=9606	8170366	8750179	7855308	10210014	9267826	13508888	6345366	6589157	7964826	12282513	7460865	7578178	4016322	4544511	5389361	9570858	11383091	11003383
Q99797	MIPEP	Mitochondrial_intermediate_peptidase_OS=Homo_sapiens_OX=9606	52921498	35376442	200798274	106043081	103347348	118475968	28851738	28737782	35659984	122847846	220915638	138844303	37376821	24858822	26890179	118260534	78733672	97950736
O75489	NDUFS3	"NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_3,_mitochondrial_OS=Homo_sapiens_OX=9606"	97200805	88618457	82187298	128192953	123727626	129372361	59063706	77001512	79008967	126660994	116266905	134489289	91451286	110539198	109906011	112473305	116991858	120005850
Q15291	RBBP5	Retinoblastoma-binding_protein_5_OS=Homo_sapiens_OX=9606	78316784	73197137	65598284	83365950	86327316	80910136	46384748	56649525	47372175	59604099	53417522	75798119	36378092	52711218	28665009	58392888	61264237	67542499
Q9Y5P6	GMPPB	Mannose-1-phosphate_guanyltransferase_beta_OS=Homo_sapiens_OX=9606	77414853	51743733	46328865	52813255	110004969	64795581	44427974	46565862	42764973	127699546	89142804	114884166	56605732	51076453	45635651	57395930	73702797	70171548
Q86W50	METTL16	RNA_N6-adenosine-methyltransferase_METTL16_OS=Homo_sapiens_OX=9606	51990845	64991601	57812722	91506083	85822943	89269011	49734196	54396680	55647181	130972076	75974557	117178328	57090883	44141467	57961808	72654884	63503438	67819426
P49585	PCYT1A	Choline-phosphate_cytidylyltransferase_A_OS=Homo_sapiens_OX=9606	39666954	46722866	47479953	51655321	47325964	51514534	40638451	38558534	44780716	52390525	46712725	49074911	57167617	46665578	50936957	51450980	63733683	58889946
Q8WVY7	UBLCP1	Ubiquitin-like_domain-containing_CTD_phosphatase_1_OS=Homo_sapiens_OX=9606	236588614	241550429	210421379	292213544	259934528	266725582	193849127	207187915	195975503	260738633	227579822	237693574	198211654	231801284	214371550	223062755	235496990	236101090
Q9UHL4	DPP7	Dipeptidyl_peptidase_2_OS=Homo_sapiens_OX=9606	35775329	36435363	36861629	43410879	59555464	36490246	27709061	26526364	28238024	23374679	31888111	28178143	31098171	23468581	28748809	28540376	27730482	29844313
Q13568	IRF5	Interferon_regulatory_factor_5_OS=Homo_sapiens_OX=9606	10785744	13178550	7865602	10664227	10432974	11648629	12344375	10781638	14268244	24233536	11537855	9671621	25221605	23509124	21829779	26717943	23872832	30684175
Q96BW5	PTER	Phosphotriesterase-related_protein_OS=Homo_sapiens_OX=9606	74362141	67305737	63324287	117745944	87242066	109482427	88848759	87337771	87961850	97939535	103257355	94757144	47970474	46484513	44314941	105098629	111191191	122037872
Q86WB0	ZC3HC1	Nuclear-interacting_partner_of_ALK_OS=Homo_sapiens_OX=9606	45151397	51060944	42663607	55801629	39258092	46366850	45374902	52053235	60428777	62669601	45177941	52992191	42967029	42021495	48533884	43873439	48290982	48157139
Q9GZT3	SLIRP	"SRA_stem-loop-interacting_RNA-binding_protein,_mitochondrial_OS=Homo_sapiens_OX=9606"	109270223	117766371	104872066	209331202	190363180	197964000	89620527	86431614	91298649	190455407	180692200	204138894	140606280	130282448	139661675	233121880	248694898	235081891
Q99549	MPHOSPH8	M-phase_phosphoprotein_8_OS=Homo_sapiens_OX=9606	54695347	52491004	54834207	40071899	36977813	40677014	65781182	72691908	68584557	55459802	68968035	69168765	59723248	47837285	59653515	47604141	58326655	49704305
Q9BTY7	HGH1	Protein_HGH1_homolog_OS=Homo_sapiens_OX=9606	60226601	74485500	55135574	90332924	92103161	92258178	54425556	48827393	50061623	82582458	103249919	95415816	33709131	33798186	37308516	76084044	66381586	66276300
O60568	PLOD3	Multifunctional_procollagen_lysine_hydroxylase_and_glycosyltransferase_LH3_OS=Homo_sapiens_OX=9606	40868534	42601113	39475703	61984626	52852261	60795480	33444792	34749742	32710745	47046881	47901086	53997177	57536919	53808444	50084031	87464933	86740419	89960169
Q8IXT5	RBM12B	RNA-binding_protein_12B_OS=Homo_sapiens_OX=9606	50793721	65113378	63171852	69068734	68420846	70830478	48824246	61859623	55722679	61768629	66815453	64716540	43866619	42406203	52240623	44774658	33599543	37598221
P29353	SHC1	SHC-transforming_protein_1_OS=Homo_sapiens_OX=9606	25874718	16448717	10948355	22561693	19690316	27051470	18765955	14464514	26227406	24959620	25818532	28111457	25361126	13865257	14728070	27202914	20719629	24237157
Q9UNF1	MAGED2	Melanoma-associated_antigen_D2_OS=Homo_sapiens_OX=9606	42660048	65607101	48631457	60553858	54741907	60377642	64350286	47773159	64986690	68579438	65297121	64988715	86759037	83356769	93116695	72489431	79022133	68769038
Q9GZN8	C20orf27	UPF0687_protein_C20orf27_OS=Homo_sapiens_OX=9606	41004390	41889204	25029821	69936987	58791006	58564737	39487149	43850774	41251885	78635168	73892925	76505484	22983153	30950905	27806239	33833081	57174980	53942383
Q8N9T8	KRI1	Protein_KRI1_homolog_OS=Homo_sapiens_OX=9606	21400249	13915030	12787306	12899090	12154775	10766806	13054955	16002742	12150156	14962023	14184309	12872526	12453123	10991574	11788555	5762824	8503066	7737854
Q9BVQ7	SPATA5L1	Spermatogenesis-associated_protein_5-like_protein_1_OS=Homo_sapiens_OX=9606	21119374	24865832	24417352	27306858	15976702	22980977	27928694	28834781	29772511	19571709	27774165	22836277	17741269	20096945	23728022	13881954	12160290	14451249
Q86U38	NOP9	Nucleolar_protein_9_OS=Homo_sapiens_OX=9606	56076602	53658542	47390042	48940546	50408393	49171490	56141667	53247231	48570400	51503730	37749797	47135909	38975462	36926463	33106024	29773071	33173553	35991031
Q9NV96	TMEM30A	Cell_cycle_control_protein_50A_OS=Homo_sapiens_OX=9606	92223386	102399523	100358213	96545541	95816327	106149228	117472704	106553209	106635862	103143623	88885788	88211898	114936815	112865165	141961841	112389960	94305898	105890586
Q9Y5Q9	GTF3C3	General_transcription_factor_3C_polypeptide_3_OS=Homo_sapiens_OX=9606	115089933	135403326	138223771	113555517	28918861	29834430	159073720	140850074	127010293	38494736	22765787	24759675	44695027	109119115	126012497	16316471	11323990	22415105
Q7L5D6	GET4	Golgi_to_ER_traffic_protein_4_homolog_OS=Homo_sapiens_OX=9606	84974071	72918927	79484546	100686657	89623443	92564134	73606213	72208383	66668145	84511983	77395430	77706319	71858773	69664271	59914612	71495915	76481131	75889712
Q9BYD6	MRPL1	"39S_ribosomal_protein_L1,_mitochondrial_OS=Homo_sapiens_OX=9606"	91630608	104242605	97736860	127320568	121916911	134285312	96269872	91564108	93897928	132487809	91493972	116778655	83340479	93418083	88514718	111291554	110414731	115856280
Q9Y5B6	PAXBP1	PAX3-_and_PAX7-binding_protein_1_OS=Homo_sapiens_OX=9606	30743185	25172083	39236241	36006239	36370607	35709420	20680444	36531742	32397127	39929165	39215660	36248185	30285707	23625967	29170963	24913350	28908980	27279498
O95319	CELF2	CUGBP_Elav-like_family_member_2_OS=Homo_sapiens_OX=9606	38684847	43809751	42300104	51639395	42627993	42351956	48600597	44322889	40070038	52241826	50546335	45061120	51489535	62153946	57350786	53926306	41473685	48689401
Q5XPI4	RNF123	E3_ubiquitin-protein_ligase_RNF123_OS=Homo_sapiens_OX=9606	29317872	14614620	35767359	43013286	44725718	17356585	33628019	32233775	11611996	47320601	14070217	14071435	13398767	10093602	18023213	34997222	38018259	15591532
Q9Y2Q0	ATP8A1	Phospholipid-transporting_ATPase_IA_OS=Homo_sapiens_OX=9606	5508326	12901749	16816188	15239433	14340202	16437434	9256616	10901586	11283982	14537843	14414128	10005755	20122258	19114875	25599560	22462885	19025267	20054513
P31751	AKT2	RAC-beta_serine/threonine-protein_kinase_OS=Homo_sapiens_OX=9606	49416605	55487566	59457896	62285109	71683518	74715283	60925706	47096128	62798342	73822230	56636171	63513668	56475081	50159679	56645237	56170234	53641005	59301065
Q14181	POLA2	DNA_polymerase_alpha_subunit_B_OS=Homo_sapiens_OX=9606	89721687	75712402	78814067	103962003	97170828	104603515	80656876	83203250	77926477	72017325	53511282	45675339	81485804	64994984	73485448	24109569	25698071	41055878
Q92917	GPKOW	G-patch_domain_and_KOW_motifs-containing_protein_OS=Homo_sapiens_OX=9606	10014130	9237120	10200265	35989137	33215367	36689853	9558569	8192285	9710117	33062692	26768075	25652827	12833280	11833676	9435384	27925940	26803164	21785889
Q96GG9	DCUN1D1	DCN1-like_protein_1_OS=Homo_sapiens_OX=9606	124185875	151588182	153090183	238272094	241297336	267640727	150894115	135255653	165074659	255182433	300591253	293936237	212050345	148896681	184366143	326343540	331136880	298280552
P04920	SLC4A2	Anion_exchange_protein_2_OS=Homo_sapiens_OX=9606	33590315	27700425	28462668	42010489	31530718	32730949	29347474	37460622	28817492	40294016	27058385	30968216	42680642	50763729	43902524	45457954	45747012	42073308
Q14651	PLS1	Plastin-1_OS=Homo_sapiens_OX=9606	704239	10000	10000	1321682	1053407	1218128	10000	10000	10000	10000	1476447	1489659	3460671	2319900	3245264	2947016	2212466	1918858
Q14019	COTL1	Coactosin-like_protein_OS=Homo_sapiens_OX=9606	1751645116	1567610688	1664214316	1457165480	1577765525	1400081660	1635630562	1604960982	1550212969	1506246233	1746747160	1603521658	1821041271	1872349259	1697674444	1691810828	1734615553	1674077180
P04818	TYMS	Thymidylate_synthase_OS=Homo_sapiens_OX=9606	32783901	41433916	40419100	47856576	52791782	54593560	28973923	34030175	39179336	43957579	35463938	43080243	19382208	22137708	15081771	25714959	25045885	26551466
P07203	GPX1	Glutathione_peroxidase_1_OS=Homo_sapiens_OX=9606	122483197	130713162	126531085	131113901	151263315	163347986	143918969	141773418	139695745	136746367	170799049	130846585	127809620	124125046	137991306	117919702	113408661	120992277
P51809	VAMP7	Vesicle-associated_membrane_protein_7_OS=Homo_sapiens_OX=9606	162865800	173519339	185146411	195549969	190695902	201767990	170998345	160029127	165490079	214076638	195550133	206946036	196833675	190698483	197759819	232753178	227887559	223192666
Q8WU79	SMAP2	Stromal_membrane-associated_protein_2_OS=Homo_sapiens_OX=9606	88806518	102973832	100801113	125109018	119069832	114888157	115093888	111426561	116663571	125150967	138255459	109360390	108118478	115668617	124600804	106186861	117802668	122426688
Q9ULZ2	STAP1	Signal-transducing_adaptor_protein_1_OS=Homo_sapiens_OX=9606	166518994	155483032	154089347	146897986	153291347	145443657	92791911	115959001	108657256	106814166	112550585	116386293	106486850	115767999	100900172	118183107	120471392	105794978
Q9NWQ8	PAG1	Phosphoprotein_associated_with_glycosphingolipid-enriched_microdomains_1_OS=Homo_sapiens_OX=9606	15479272	23722081	17499460	12769162	17398636	15973634	64706862	61004616	53512189	43419639	40022416	39676713	41608638	50247413	42771207	33328268	38188668	40002256
P46781	RPS9	40S_ribosomal_protein_S9_OS=Homo_sapiens_OX=9606	2712916174	2830135867	2884247591	3473062234	3662549689	3650086837	2888744809	2832605972	2712956521	3680930981	3653838551	3804673793	2560528347	2522622836	2569314363	3310769019	3310085345	3338500410
P16455	MGMT	Methylated-DNA--protein-cysteine_methyltransferase_OS=Homo_sapiens_OX=9606	82151618	87050017	81043547	162166998	139675289	142297618	74268855	74236968	72640782	166092350	153154938	157239272	71553729	80713731	75432158	151240691	160265846	163654571
Q8TAF3	WDR48	WD_repeat-containing_protein_48_OS=Homo_sapiens_OX=9606	38581316	42580242	40151265	53752233	46253935	45259317	48379954	47537510	47315059	49556461	44676798	44788586	43854597	44841053	41606434	43268115	41203015	49972723
Q99848	EBNA1BP2	Probable_rRNA-processing_protein_EBP2_OS=Homo_sapiens_OX=9606	214029713	200208590	206162542	201636228	217978270	200469711	236343061	230676276	229162169	194907163	196255185	204725500	190860048	186409743	181687864	162108077	153415366	160158341
Q96EY8	MMAB	Corrinoid_adenosyltransferase_OS=Homo_sapiens_OX=9606	29807464	42215671	41360938	37816979	42549885	45379432	32911864	32416723	31480617	27688175	41563508	24034419	39226158	47704842	39475665	34007229	42111146	39825552
Q8IUR7	ARMC8	Armadillo_repeat-containing_protein_8_OS=Homo_sapiens_OX=9606	47601735	49223367	52570542	71949945	61127015	72545475	31845031	37422662	43444098	55156836	43272578	59490584	38956097	39071543	47805261	51908163	52386550	56128974
Q9HB90	RRAGC	Ras-related_GTP-binding_protein_C_OS=Homo_sapiens_OX=9606	68528321	64585886	56142705	78001201	76835644	76465158	59983677	68553566	67721192	84179442	89689250	81033670	79410190	82640739	84095422	90105963	89769853	90713398
P11049	CD37	Leukocyte_antigen_CD37_OS=Homo_sapiens_OX=9606	777859016	598380563	670091497	405061870	554467825	489715366	426060633	524255598	512206902	450349881	407921128	449466756	872406399	883940421	867304204	663763432	594412363	598575189
O00233	PSMD9	26S_proteasome_non-ATPase_regulatory_subunit_9_OS=Homo_sapiens_OX=9606	50246225	53826569	58507374	98223412	102921694	99808207	43103289	48413296	52773031	109057464	98245680	107159889	47750332	45589113	45167697	118453288	116490213	119322749
P20645	M6PR	Cation-dependent_mannose-6-phosphate_receptor_OS=Homo_sapiens_OX=9606	232861913	220213275	243109516	155426757	122999408	147640772	195945070	202275414	202821409	140902130	149420340	145423699	264755917	243003379	256260297	183150764	173755083	145386252
Q8TDW0	LRRC8C	Volume-regulated_anion_channel_subunit_LRRC8C_OS=Homo_sapiens_OX=9606	23546396	23847262	26478221	18442758	22679005	27844377	22295542	18677776	20839411	22373825	28863460	19582657	47450777	46153434	44449588	42501657	51471367	46273020
Q9UDY8	MALT1	Mucosa-associated_lymphoid_tissue_lymphoma_translocation_protein_1_OS=Homo_sapiens_OX=9606	8042788	16584686	8273636	18801932	120292921	17003841	10899635	5886134	11226955	16824729	12399597	20558127	9211505	9509237	12959762	14824847	12272378	141878612
